theme,text,rating
медицинские,"- Доктор мне снятся сны на английском языке, а я не знаю английского.
- Что Вам посоветовать? Выучите английский.
Через месяц пациент появляется со сцастливым выражение, лица.
- Ну что выучили английский?
- Нет, но теперь я сплю с переводчицей.
",0
медицинские,"- Доктор, а правду говорят, что спать лучше ногами на запад?
- Знаете, батенька, спать лучше всего целиком на Западе.
",0
медицинские,"Мужик приходит в роддом, врач:
- Прыгайте от счастья, у вас четверня родилась.
- Я бы прыгнул, но толку не будет, низко, первый этаж.
",0
медицинские,"У врача: врач: вы курите? пациент : нет
-вы пьете ?
-нет
-вы употребл&ете наркотики?
-нет
- не надо так идиотски улыбаться я всё равно что-нибудь найду!!! !!! !
",0
медицинские,"Отец заводит сына в туалет:
- О человеке можно судить даже по тому, что он читает в туалете. Вот посмотри, я уже третий раз перечитываю ""Войну и мир"", мама - ""Сагу о Форсайтах"", дедушка - ""Красное колесо"" Солженицина! А ты что читаешь?
Дешёвые тонкие брошюрки тупых анекдотов за три рубл&. О чём это говорит?
- О том, папа, что запоры надо лечить, а не гордиться ими!
",0
медицинские,"Приходит девушка к гинекологу и интересуется - как сделать, чтоб детей не было.
Он ей говорит:
- Ну... много есть способов разных: спирали, таблетки, презервативы, свечи, а после сорока пяти, говорит, вообще и предохраняться не нужно - мол, климакс... .
Проходит время...
Однажды в кабинет к этому врачу вваливается женщина с кучей детей...
Врач в шоке:
- Это женская консультация!!! Зачем вы сюда детей притащили???!
А женщина ему:
- х%йня у вас тут, а не консультация! Вот, знакомьтесь: это Валька - выпала спиралька, это Антон - порвался гандон, это Светка - не растворилась таблетка, это Венечка - бракованная свечечка, а это, Сережа, мать его ебсти, который после сорока пяти!
",0
медицинские,"Психологи советуют:
Если вас кто-то навязчиво раздражает, медленно досчитайте до десяти, успокойтесь и со всей дури дайте раздражителю в еб%ло. Это вас обязательно успокоит.
",0
медицинские,"Приходит пенсионер к врачу и жалуется:
- Доктор, совсем трудно стало, совсем обессилел!
- А в чем заключается ваша слабость?
- Да вот на одну залезу нормально, на вторую залезу вроде ничего, а вот на третью уже сил не хватает.
Врач опешил и говорит:
- Знаете, мне 42 года, а я себе такое не могу позволить. А вам ведь столько лет уже!
- Пенсионер удивляется:
- Вы о чем говорите, доктор?
- О женщинах, а вы?
- А я о ступеньках!
",0
медицинские,"Женщина приходит к врачу и говорит:
- Доктор, мой муж стал совсем слабым в постели. Вы можете сделать так, чтобы он стал таким же быком, как и раньше?
- Конечно, раздевайтесь.
- Зачем?!
- Так вы же хотите, чтобы ваш муж снова стал быком. Начнем с рогов...
",0
медицинские,"- Пациент, почему Вы так орете, я еще даже не прикронулся к Вашему больному зубу!
- Доктор, Вы локтем мне яйца прижали!
",0
медицинские,"- Дайте мне, пожалуйста, вон ту красную плюшевую жопу.
- Мужчина, это не жопа, а сердце!
- Знаете, я 20 лет кардиохирургом работаю. Дайте мне вон ту красную плюшевую жопу.
",0
медицинские,"Прихожит мужик к доктору:
- Вы знаете, я когда хожу, у меня яички звенят.
- Как это! ? Продемонстрируйте.
Мужик по кабинету круг дал: динь, динь!
- В самом деле звенят...
- Все говорят, что я феномен.
- Ну, насчет феномена не знаю... Но, мудозвон - это точно!
",0
медицинские,"Молодые родители привезли своего новорожденного сына к врачу. Врач осмотрел его и сказал:
- У вас очень красивый ребёнок.
- Вы наверняка говорите это всем новоиспечённым родителям.
- Нет, только тем, чьи дети действительно симпатичные.
- А что же вы говорите остальным?
- ""Ваш ребёнок так на вас похож! "". .
",0
медицинские,"Мужчина перед пенсией, приходит к врачу для последнего профосмотра.
Доктор: - Ну, даже не знаю, как вам это сказать... В общем, ваше сердце на последнем издыхании, и вам осталось жить полгода.
Мужик в шоке: - Доктор, а можно ли что-то сделать?
- Ну, как вам сказать... Вы можете бросить пить, курить, не есть жареного и острого, и ни в коем случае не заниматься сексом.
- И что, если я брошу все это – я проживу дольше?!
- Нет, но оставшаяся жизнь покажется вам куда длиннее...
",0
медицинские,"В разгар спектакля в партере вскакивает зритель и кричит:
- В зале врач есть?! Врач есть в зале?! !
Ответ с балкона:
- Да, а что случилось?
- Не правда ли, коллега, охуительнейшая премьера?!
",0
медицинские,"Врач говорит пациенту, очнувшемуся после наркоза:
- Операцию вы перенесли хорошо. А перед ней вы вели себя просто ужасно: вырывались, кричали, оскорбл&ли медперсонал А ваш знакомый с соседней койки вел себя еще отвратительнее!
- Еще бы! Ведь нас прислали в вашу больницу окна мыть!
",0
медицинские,"Поликлиника. Из кабинета психиатора выходит врач, останавливает пробегающую мимо медсестру и спрашивает:
- Леночка, какое сегодня число?
- 12 апреля, день космонавтики. А в чем дело?
- Да я тут с больным беседую, надо проверить ориентируется ли он во времени.
",0
медицинские,"у грузина гемарой, врач запретил пить спиртное. . а что сказать почему не пью при застолъе. , скажи что у тебя волит сердце псоветовал врач. при болшом застолье, тамада кричит ему, почему не пешь вино. ? г)сердце болит... т) вот видишь ты хороший человек и поетому у тевя болит сердце, если бы ты был жопой то у тебя был бы геморой. .
",0
медицинские,"- Алло! Доктор, я по вашему совету купил клизму. Куда мне ее теперь? Гм... Засунуть ее себе в зад? Ладно, доктор! Я вам попозже позвоню, когда у вас хорошее настроение будет.
",0
медицинские,"В Скайпе:
- ВАСЬ, КАК ДЕЛА?
- ДА ВОТ, ПРИБОЛЕЛ, МАШ... ВРАЧИ НАЗНАЧИЛИ ЛЕЧЕНИЕ... ВОТ, ТРИ РАЗА В
ДЕНЬ В ЗАДНИЦУ КОЛЮ...
- А КТО ТАКОЙ КОЛЯ??? !!!
",0
медицинские,"В поликлинике ЛИИ врач дермато-венеролог ведёт приём больных. Пациент постучал в дверь, приоткрыл её и спрашивает:
- Это кожаный?
- Нет, дерматиновый!
",0
медицинские,"- А вы знаете, что сейчас ваши зубы и десны находятся под угрозой?
- Почему, доктор?
- Да потому что ты, сцуко, своей машинкой полпарковки подпёрла!!!
",0
медицинские,"Женщина родила в мэрии прямо на столе референта по социальным вопросам.
Когда репортер уже в больнице спросил ее, как это она в таком положении еще и пришла в офис. Она на это ответила:
- Когда я заняла очередь, тогда я была всего лишь на 5 месяце!
",-1
медицинские,"Медсестра в больнице готовит к операции 80-летнего старика. Она должна побрить его в паху. Она снимает одеало и видит огромный член. Девушка с уважением говорит пациенту:
- Дедуля, это же настоящий молот!
Старик говорит с гордостью:
- Еще лет 10 назад я на него вешал ведро с водой и пробегал 100 метров, не помогая руками!
Медсестра:
- Ну теперь-то, наверное, это уже не получается?!
Дедуля в ответ:
- Нет, дочка, колени здорово подводят!
",0
медицинские,"Гинеколог блондинке поставил спираль.
Блондинка встала, оделась и спрашивает:
- А калгон вы мне дадите?
- А зачем вам калгон?
- А без калгона на спирали накипь образуется.
",0
медицинские,"Психиатр спрашивает своего пациента:
- Скажите, бывает ли с вами такое, что вы слышите голоса, но не знаете, кто говорит и откуда?
- Конечно.
- И когда это бывает?
- Когда снимаю трубку телефона.
",0
медицинские,"Один 80-летний старик пришел к врачу на медосмотр.
Врач:
- Ну, как вы себя чувствуете?
- Лучше, чем когда-либо, у меня 18-летняя подруга, она беременна и скоро родится ребенок. Ну, что скажете, доктор?
Доктор:
- Я расскажу вам одну историю. Один охотник однажды взял на охоту незаряженное ружьё. Идет он по лесу, и вдруг на него бросается огромный медведь! Мужик вскинул ружьё и... медведь замертво свалился у его ног!
- Ну, это же невозможно, наверное, кто-то другой выстрелил.
- Собственно, к этому я и пытаюсь подвести наш разговор.
",0
медицинские,"В аптеке:
- У вас активированный уголь есть?
- У нас только неактивированный. Но вы можете отправить СМС на короткий номер. В ответ придёт код активации.
",0
медицинские,"Доктор:
- Болезнь вашей жены наследственная.
Муж:
- Вот и прекрасно, счет пошлите моему тестю!
",0
медицинские,"Жил да был старичок-сексопатолог, страшный профессионал.
И вот один раз приходит к нему супружеская чета. Он обследовал их и говорит:
- Ну что ж, вот лекарство от вашей напасти. Купите в магазинчике на углу виноград и пончики. Затем, когда придете домой, разденьтесь и сядьте друг напротив друга. Вы, - сказал он мужу, - кидайте виноградины, пока не попадете в лотос своей жены. Затем, как леопард, набросьтесь на нее и достаньте виноград языком. А вы, - сказал он жене, - накидывайте пончики на нефритовый жезл вашего мужа, а как накинете, подползите и съеште пончик!
Ну, у пары все сложилось. Очень им понравилось, дела в гору пошли, и они порекомендовали этого доктора своим друзьям.
Доктор обследовал их и сказал, что помочь не сможет.
Тогда женщина взмолилась:
- Но доктор! ! Вы же помогли нашим друзьям!
- Ну, хорошо, - сжалился доктор, - в магазине на углу купите яблоки и соленые крендельки, те, которые к пиву...
",0
медицинские,"В операционной.
- Доктор, мне больно!
- Тихо! У нас экзамен!
",0
медицинские,"Приходит женщина к врачу:
- Доктор, я сплю с мужем, но мне его не хватает. Что делать?
- Заведите любовника.
- Да есть у меня любовник. Мне и его не хватает.
- Ну, заведите двоих, троих любовников...
- Да у меня их целый десяток.
- Так что же?
- Не хватает!
- Да... Странная вы женщина.
- Вот и я говорю, доктор, что странная! А все: ""Бл%дь"", да ""бл%дь""!
",0
медицинские,"(Рlаgiаrism)
Молодая мать, по профессии - медсестра, довольно часто берет своего сынишку (лет этак 4-5) с собой на работу, а дабы соблюдать внутренний распорядок больницы, сшила ему белый халат и шапочку.
История. Ребенок, проникшись правилами оного распорядка, надыбал где-то бахилы и перчатки, надел их, повязал марлевую повязку и направился прямо в операционную. На строгий вопрос ""А это еще что такое? "" он ответил с чувством великой гордости и непреходящего достоинства:
- Я - микрохирург.
Все рыдали...
",0
медицинские,"- Дайте мне вон ту коробку конфет!
- Знаете, они не свежие...
- А мне всё равно, мне для врача!
",0
медицинские,"Очередь в аптеке - бабка, а за ней девица лет 20-ти.
БабУшка уже лекарства купила, по сумкам рассовывает, и девица наклоняется к окошечку:
- Мне пачку презервативов и валерьянку.
На что бабка живо оборачивается:
- Волнуешься дочка? Зря!
",0
медицинские,"Мужик с больным зубом приходит к дантисту - и тот говорит, что надо вырывать. Мужик просит обезболивающее, так как совершенно не переносит боли.
- Я вам сделаю укол новокаина...
- Только не укол - ужасно боюсь иголок!
- Тогда дам вам подышать веселящим газом...
- Не могу - у меня на него жуткая аллергия!
- Тогда примите вот эту таблетку виагры!
- А что - это уменьшит боль?!
- Нет - но у вас будет за что подержаться, пока я вам буду вырывать зуб...

",0
медицинские,"Старый заядлый охотник после охоты заходит в сельский кабак и видит там своего знакомого врача. Охотник с гордостью кричит прямо с порога, обращаясь к врачу:
- Знаете, кого мне удалось сегодня подстрелить?!
- Знаю, знаю - спокойно кивает врач, - он уже был у меня сегодня на приеме
",0
медицинские,"Два врача сидят на скамейке и наблюдают, как в их сторону ковыляет мужик на полусогнутых ногах, зажав руки между коленями. 1-й врач:
- Гляди, что артрит с человеком сделал.
- Какой же это артрит, это церебральный паралич.
- Да нет же, настоящий полиартрит!
- Типичный церебральный паралич!
Пока они спорят, мужик успевает доковылять до их скамейки и шипит:
- Где здесь туалет?! Быстро!

",0
медицинские,"- Доктор! Я ведь не умру? . . и почему вы так на меня смотрите?
- Санитар, что-то я сегодня устал. Зашивайте без меня, а то мне уже кажется, что со мною трупы разговаривают.
",0
медицинские,"Один доктор спрашивает другого:
- Зачем ты спрашиваешь у пациентов, какие спиртные напитки они пьют?Это что, влияет на диагноз?
- Нет, это влияет на гонорар.
",0
медицинские,"К педиатру приходит тётка с грудным ребёнком:
- Посмотрите, ребёнок плохо ест, плачет.
Врач смотрел-смотрел и спрашивает:
- А на каком вскармливании ребёнок, искусственном или естественном?
- Естественном.
- Ну, тогда раздевайтесь.
Она раздевается, доктор смотрел-смотрел её грудь, мял-мял...
- Ну конечно, у вас же молока нет!
- Вообще-то я его тётя, но я рада, что к вам зашла...
",0
медицинские,"Медкомиссия в военкомате. Очередь к хирургу. В кабинете врач и несколько практиканток. Вдруг врача зовут к телефону и он, уходя, оставляет вместо себя одну из них. Подходит один из очередников.
Практикантка, покраснев:
- Опустите трусы.
Он опускает. Как только она дотрагивается до члена, тот встает.
Практикантка:
- Маша, принеси холодную мокрую тряпочку!..
И так несколько раз. Наконец, парень не выдерживает:
- Слушайте, я сюда пришел на медкомиссию или ваши мокрые тряпки сушить?
",0
медицинские,"- Как у тебя с Антоном?
- Убила бы!
- Что так?
- Пригласила в гости, попросила купить в аптеке ""что-нибудь к чаю""... Угадай, что он купил?
- Хм-м... А есть варианты?
- Он припёр ""Гематоген""!
",0
медицинские,"Приходит негритянка к гинекологу, сидит в кресле, гиниколог так задумчиво смотрит туда... потом говорит..
- Все! решено! Беру черный Роrsсhе Сауеnn с красным кожаным салоном.
",0
медицинские,"Приходит к врачу женщина и жалуется:
- Мой муж так заикается, что я не могу с ним дальше жить.
- Приводите, он, наверное, испытал шок и если его сильнее шокировать, он выздоровеет.
На следующий день женщина привела мужа...
Доктор подходит к его жене и начинает обнимать:
- Что я с вашей женой делаю?
- Ттыыы ееёёё оообббниммааешшь...
Док снимает женщине трусики:
- А щас?
- Ссснимаешшшьь ттрррруусссииккии
Начинает её ""пилить"":
- А щас?
- Тттррииппеерр ззааррабаатттыввааешшшь
- ЧЧЧЧТТТОООО-ЧЧТТОО? ? !!!
",0
медицинские,"- Доктор, что меня теперь ждет? Операция? Ампутация?
- Больной, я не могу вам всего рассказать. Вам потом будет не интересно.

",0
медицинские,"Психушка. Один придурок другому:
- Тебе понравился мой рассказ, который я тебе вчера дал почитать?
- Да, но как-то всё размыто и много действующих лиц...
Входит врач: -Так, придурки, кто взял телефонную книгу?
",0
медицинские,"В больнице. В очереди к гинекологу сидит мужчина.
Всех разбирает любопытство. Наконец, одна не выдерживает, начинает приставать к мужику:
- Вы что не видите, ЭТО К ГИНЕКОЛОГУ?!!!?
- Вижу.
- Но это женский врач, понимаете?
- Понимаю.
.....
- Но мы пришли сюда с женскими проблемами,.... Вот я - спираль поставить!!! А вы зачем?
- А Я СНЯТЬ!!!!!
",0
медицинские,"Гузинский.
Приходит грузин к врачу.
- Доктор, не стоит, а у меня свидание!
- Вот Вам таблетки, будет все в порядке.
Назавтра прибегает.
- Доктор, ты - не доктор, ты - прфессор! Ты 3 раза профессор!!! 5 раз кончил!
- А она?
- А она не пришла!
",0
медицинские,"Биологически активная добавка - Пиво.
Снимает стресс, тренирует печень, повышает общительность.
Способ применения: принимать во время еды, три раза в день.
",0
медицинские,"Медицинская комиссия по проверке призывников. Перед врачом стоит совершенно голый здоровый парень и жалуется на неподдающуюся лечению слабость зрения. Врач поднимает кулак и спрашивает:
- Что вы видите?
- Ничего! Совершенно ничего!
Врач жестом подзывает медсестру, расстегивает ее блузку и начинает мять ее груди.
- Что вы сейчас видите?
- Только неясные контуры.
Врач говорит:
- Мой дорогой! Может быть твои глаза и подводят тебя, но твой член четко показывает направление казармы!
",0
медицинские,"Приходит мужик на анализы в больницу, медсестра ему говорит:
-Пописайте в ту баночку на верхней полке, а я через 5 минут вернусь.
Через 5 минут медсестра входит в кабинет и видит, что все полки обо%саны и с них капают капли. Медсестра спрашивает у мужика:
-Что вы тут делали? Почему везде мокро! Я же говорила пописать в баночку!
Мужик отвечает:
-Я вам что снайпер чтоли!? Вы ее ниже поставить не могли?
",0
медицинские,"У врача:
- Разденьтесь по пояс!
- Сверху или снизу?
- И сверху, и снизу!
",0
медицинские,"Психиатр:
- Итак, из-за чего же у вас началась депрессия?
Пациент:
- Понимаете, доктор, моя бывшая жена познакомилась с моей нынешней женой. Сначала они немного поругались, но потом помирились. И вдвоем избили мою будущую жену...
",0
медицинские,"Пациент психушки показывает свой рисунок врачу:
- А вот корова на пастбище. Видите, с каким удовольствием она жует траву.
- Нет, травы не вижу.
- Так её съела корова.
- Но где же корова?
- А какого черта ей делать на пастбище, если вся трава съедена?
",0
медицинские,"- Доктор, я в круиз на океанском лайнере собрался, а у меня морская болезнь. Посоветуйте, что можно есть?
- Ешьте побольше красных помидоров.
- А что, от них меня не будет тошнить?
- Да нет. Просто на волнах они о%%енно красиво смотрятся!
",0
медицинские,"Блондинка на приеме у врача:
- Доктор, почему вы сказали, чтобы я высунула язык? Я уже полчаса так сижу, а вы на него даже не смотрите!
-Когда вы молчите, удобней историю болезни читать...
",0
медицинские,"Ну что за жизненный парадокс? Почему во многих аптеках презервативы, пластырь и тесты на беременность лежат в одном ряду? Это, типа, порвалось, заклеил, не помогло?
",0
медицинские,"Доктор пациенту:
- У меня для вас хорошая и плохая новость. С какой начать?
- Давайте с хорошей.
- Болезнь назовут вашим именем...
",0
медицинские,"Доктор заходит в палату, берет медицинскую карточку с болезнями больного.
Начинает ее листать. И приговаривает.
- Хорошо, хорошо, хорошо...
Перепуганный больной расцветает в улыбке и спрашивает у доктора:
- Доктор, что там хорошего?
Доктор продолжает листать:
- Хорошо, хорошо, что не со мной.
",0
медицинские,"Самые популярные вопросы после прививки:
Мужской:
- Можно ли выпивать?.
Женский:
- Можно ли мыться?.
Отсюда вывод: основная проблема женщины в том, что она грязная, основная проблема мужчины в том, что он трезвый...
",0
медицинские,"Мужик приходит к врачу и говорит:
- Доктор, у меня проблемы: с женой плохо живу, депрессия...
Доктор:
- А у вас давно был секс с женой?
Мужик:
- Подождите секунду...
Звонит по телефону:
- Лена, а у нас давно был секс?
Жена:
- А кто это говорит?
",0
медицинские,"В аптеке:
- У вас есть какие-нибудь гормональные противозачаточные средства, или, на худой конец, презервативы?
- На худой конец вчера вьетнамцы разобрали.
",0
про евреев,"У Абрамовичей были гости, в том числе и Рабинович. На следующий день Сара звонит Рабиновичу и говорит:- Знаете, Рабинович, вы больше к нам не приходите.-  Почему?-  А после вашего ухода у нас серебряная ложка пропала.-  Но я не брал!-  Знаю, что не брал, я уже ее нашла!- ?-  Нашла-то нашла, а осадок остался.
",0
медицинские,"- Доктор, посоветуйте, как во время секса без презерватива избежать беременности?
- Знаете, сказанное со слов многие не запоминают, давайте я вам лучше покажу.
",0
про евреев,"Старая еврейка в магазине.- Что стоит эта рыба?- Это окорок.- ... Меня не интересует что это. Я спросила что стоит эта рыба!
",-1
медицинские,"В операционной.
- Доктор, мне больно!
- Пожалуйста тише! У нас экзамен!

",0
про евреев,"- Послушайте, Циля! Такое горе! Мой Ромочка - голубой!- Да?! Но он таки встречается с еврейским мальчиком?
",3
медицинские,"Приходит (М)ужик к (В)рачу, врач его осматривает и тут его взгляд останавливается на члене пациента, который имеет веселую, оранжевую окраску.
- Хм... Интересно. А у вас у родственников ни у кого такого не было?
- Да нет вроде...
- Странно... А у вас работа не связана с вредным производством?
- Да нет вроде...
- А чем вы обычно занимаетесь?
- Да так, ничем. Сижу дома, ем чипсы, смотрю порнуху...
",0
медицинские,"- Ну что ж могу вас поздравить. В вас
зародилась новая жизнь!
- Доктор, но я же мужчина!..
- Да-а? Ну, собственно, глистам это все равно...

",0
про евреев,"- Рабинович, Ваша жена - бл$дь!- А Ваша?- Нет, ну всё-таки...
",1
медицинские,"Посетитель в аптеке - про таких придумана поговорка ""простота хуже воровства"". Стоит, прилавок изучает. Тут он замечает знаменитую виагру в характерной упаковке.
- Ух ты, какие пилюльки интересные. А стоют! Е%%ческая сила! Это что ж в них такое?
Фармацевт, философски и доверительно:
- Она самая...
",0
медицинские,"Реклама: ""У Вас сухая кожа, жирные волосы, кривые ноги? Неотчаивайтесь!!! Бутылка водки, подаренная Вашему мужу,вернёт Вам былую свежесть и красоту""...
",1
про евреев,"Изя говорит Хаиму: - Я думал, что у Рабиновича три дочери. А оказалось - это одна и та же, только в разных париках!
",1
медицинские,"У психиатра:
- Посещает ли вас мысль о самоубийстве?
- По понедельникам она меня не покидает!
",0
медицинские,"Идет мужик по лесу. Слышит кто-то кричит, орёт. Смотрит мужик к дереву
привязан и орёт.
-... твою мать, ты че орёшь и людей пугаешь?
- Да вот, мужик, к дереву привязали. Ору ору, а никакой х%й не подходит.
- Слушай, может мой подойдет?

",0
про евреев,"Изя говорит Саре:- Сара, мне плохо!- Ничего, терпи, Изя, - говорит Сара, всем плохо!Изя опять обращается к Саре:- Сара, мне плохо!Сара ему: ""Всем плохо!"".Изя взял и помер.Сара сидит над Изей и плачет:- Ой, Изя!  Что ж ты не сказал, что тебе хуже всех!
",2
медицинские,"На приеме у психотерапевта:
- Больной, я вижу, вас что-то беспокоит?
- Да, мне срочно нужно в туалет!!
- Ну что ж, давайте поговорим об этом...
",0
медицинские,"Медики советуют бросать курить и заниматься сексом 2-3 раза в неделю.
Курить я бросить смог, а вот так сдерживать себя с сексом пока никак
не получается.

",0
про евреев,"Рабинович встречает Абрамовича и жалуется:- Не жизнь, а кошмар какой-то, с работы уволили, жена ушла, сына посадили...- Ничего, ничего, - успокаивает его Абрамович, - жизнь, она, как зебра, полоса черная, полоса белая, полоса черная, полоса белая. Так что не расстраивайся.Через месяц они встречаются снова, и Рабинович говорит:- Послушай, ты, когда говорил про зебру, был действительно прав тогда у меня была белая полоса.
",-3
медицинские,"Врач-пациенту:
- Что-то вас давно не было.
- Болел.
",0
медицинские,"- Слушай, как твоей жене удалось так быстро похудеть?
- У нее сейчас все калории посчитаны. сорок таблеток ""Тик-так"" на
завтрак, семьдесят на обед и тридцать на ужин. Зато вес почти
постоянный, дыхание свежее. Правда, слабое...

",0
про евреев,"Идет евpей по улице мимо гоpодской тюpьмы и видит лицо своего соседа за pешеткой.- Абpам, что ты здесь делаешь?- Сижу...- А что тебе дают кушать?- Хлеб и воду...- Ты не мог кушать это дома?!
",1
медицинские,"В кабинете у невропатолога:
- Вам приходилось переживать нервные потрясения?
- Однажды прямо у меня на глазах компьютер спиртом промыли!
",0
медицинские,"Врач - пациенту: - Прямо не знаю, что с вами делать! Курить вы уже бросили,пить тоже, а улучшения нет. Придется вам, батенька,ограничить свою сексуальную жизнь, как минимум,наполовину. - Уточните что именно я должен перестать делать: думать осексе или говорить?
",0
про евреев,"- Слышай, Хаим, почемы ты не носишь часы?- А-а-а, эти гири, этот маятник...
",-1
медицинские,"после сложной операции мужик лежит в палате - отходит от анастезии.
рядом сидит его жена. мужик открывает глаза смотрит на нее и говорит:
- ты прекрасна!
потом закрывает глаза и засыпает. через время он снова открывает глаза
и говорит:
- ты симпатичная!
- а почему же не прекрасная?
- действие наркотиков ослабевает...

",0
про евреев,"- Добрый день, Рабинович дома?- Дома, но венки уже вынесли.
",-1
медицинские,"Из письма: ""Уважаемый доктор Иванов! Прослушал вашу лекцию о вреде
онанизма, попробовал - понравилось.""

",0
про евреев,"Абрам произносит речь на похоронах своего лучшего друга:- Об усопших говорят либо хорошее, либо ничего. Спи спокойно, дорогой Изя, несмотря на то, что ты заявился ко мне в гости на празднование Нового года без подарка, я о тебе сегодня буду говорить только хорошее...
",1
медицинские,"Маляр красит стенку в сумасшедшем доме. Подходит псих:
- Ты крепко за кисточку держишься?
- Да, - отвечает тот.
- Тогда я лестницу убираю.

",0
про евреев,"Встречаются два еврея. Один другому говорит. - Ты знаешь, что в интернете про евреев анекдоты сочиняют? - Фи, - отвечает второй, - хороший анекдот про евреев сочинит только еврей, все остальное фальшивка.
",0
медицинские,"Больного после операции выписывают домой:""Так,никакого курения,пить ни в коем случае,спать не менее 8-ми часов в день...""-""Доктор,а половой жизнью?""-""Да,но только с женой.Возбуждение для вас смерть!!!""
",0
про евреев,"- Каков негодяй этот Рабинович! Назвал мою жену шлюхой! Если бы у меня был револьвер, я бы ему влепил таки пощечину!
",1
медицинские,"Приехали как-то пожарники больницу тушить. Все потушили ,главный пожарник докладывает главному врачу: -все потушили есть жертвы - 8 человек. Пятерых откачали,трое погибли. Главврач раз и в обморок. Ну его подняли дали нашатыря. Онпришол в себя и говорит: - Как пятерых откачали вы же МОРГ тушыли!!!
",0
про евреев,"- Изя, откуда фингал?- А мне хотели дать под зад, но я таки дико ловко увернулся.
",-1
медицинские,"Доктор говорит пациенту:
- Вам нужно прекратить мастурбировать.
- Почему, доктор?
- Потому что это мешает мне вас осматривать.

",0
про евреев,"Встречаются два новых русских-еврея, один другому говорит:- Вы просите у меня 30000$ в долг,а где гарантия,что вы мне их вернете?- Я даю вам слово честного человека!- Хорошо,я жду вас завтра в 10:00,в своем офисе,вместе с этим человеком.
",1
медицинские,"Больной - врачу.
-Слух прошел, что у вас в поликлинике будут выдавать лекарства бесплатно!
-Проблемы со слухом - это в соседнем кабинете!
",0
про евреев,"Что нам надо, бедным евреям?Кусочек хлеба да вагончик масла!
",2
медицинские,"- Доктор, умоляю, приезжайте немедленно. У жены приступ аппендицита!
- Не волнуйтесь. Два года назад я сделал вашей жене операцию. У человека не может появиться второй аппендикс!
- Конечно доктор! Но у человека может появиться вторая жена.
",0
